Ticker:,Buy Date:,Seg:,1D inc:,1W inc:,1M inc:,1Y inc:,1W runup:,1M runup:
$AYX,        11/12/2020,        I,        -2.13%,       1.67%,       5.07%,       NaN,        -21.62%,       -21.24%
$BX,        11/12/2020,        L,        2.22%,       6.73%,       14.87%,       NaN,        -4.37%,       -0.76%
$COST,        11/12/2020,        L,        0.83%,       2.08%,       -0.35%,       NaN,        -2.47%,       -1.31%
$CRM,        11/12/2020,        L,        0.04%,       6.11%,       -11.29%,       NaN,        -4.15%,       -6.52%
$EL,        11/12/2020,        D,        2.25%,       -3.03%,       -0.82%,       NaN,        5.33%,       11.87%
$F,        11/12/2020,        I,        4.02%,       7.43%,       8.53%,       NaN,        2.75%,       5.8%
$NKE,        11/12/2020,        D,        1.3%,       4.16%,       7.61%,       NaN,        -2.36%,       -1.98%
$SYY,        11/12/2020,        I,        5.19%,       5.85%,       7.97%,       NaN,        11.8%,       4.5%
$WMT,        11/12/2020,        L,        1.56%,       2.62%,       -1.74%,       NaN,        3.32%,       1.37%
$AAPL,        11/11/2020,        F,        -0.23%,       -1.22%,       2.44%,       NaN,        3.95%,       -3.95%
$AMD,        11/11/2020,        L,        0.69%,       1.55%,       12.76%,       NaN,        -0.09%,       -3.57%
$BABA,        11/11/2020,        L,        -0.5%,       -3.7%,       -0.42%,       NaN,        -10.17%,       -13.28%
$CVS,        11/11/2020,        L,        -0.17%,       -4.55%,       2.98%,       NaN,        15.14%,       16.39%
$IDXX,        11/11/2020,        L,        -1.28%,       -2.42%,       0.26%,       NaN,        -3.05%,       8.51%
$LMND,        11/11/2020,        I,        -3.28%,       10.17%,       58.19%,       NaN,        -3.02%,       -12.5%
$RKT,        11/11/2020,        I,        3.47%,       0.47%,       -0.95%,       NaN,        2.13%,       -8.99%
$TMUS,        11/11/2020,        L,        1.33%,       2.16%,       4.86%,       NaN,        7.87%,       4.23%
$TSLA,        11/11/2020,        L,        -1.29%,       16.66%,       46.23%,       NaN,        -0.91%,       -5.69%
$ULTA,        11/11/2020,        I,        -2.87%,       7.36%,       3.9%,       NaN,        17.53%,       7.36%
$AAPL,        11/10/2020,        D,        3.04%,       2.95%,       6.27%,       NaN,        5.01%,       -0.85%
$BA,        11/10/2020,        D,        -3.47%,       11.32%,       24.24%,       NaN,        22.81%,       12.77%
$BYND,        11/10/2020,        I,        2.3%,       3.91%,       9.96%,       NaN,        -14.58%,       -35.87%
$CPB,        11/10/2020,        I,        2.11%,       4.42%,       0.04%,       NaN,        -1.25%,       -2.43%
$CSX,        11/10/2020,        D,        -1.49%,       1.2%,       -1.53%,       NaN,        8.53%,       16.46%
$CVNA,        11/10/2020,        D,        7.67%,       15.12%,       35.32%,       NaN,        0.78%,       -9.82%
$ETSY,        11/10/2020,        D,        9.34%,       7.86%,       38.41%,       NaN,        -8.45%,       -18.57%
$F,        11/10/2020,        D,        -0.6%,       4.42%,       8.83%,       NaN,        6.35%,       15.59%
$HD,        11/10/2020,        D,        0.79%,       -1.12%,       -3.9%,       NaN,        -0.65%,       -3.62%
$HON,        11/10/2020,        D,        -1.33%,       1.66%,       4.95%,       NaN,        12.71%,       15.83%
$JNJ,        11/10/2020,        D,        -0.32%,       0.72%,       2.68%,       NaN,        7.06%,       -1.78%
$JPM,        11/10/2020,        D,        -1.49%,       -0.35%,       3.22%,       NaN,        12.68%,       15.14%
$KO,        11/10/2020,        D,        -0.74%,       -0.56%,       -1.72%,       NaN,        9.38%,       6.24%
$LAD,        11/10/2020,        L,        -0.56%,       0.59%,       1.74%,       NaN,        7.5%,       -5.55%
$MMM,        11/10/2020,        D,        0.04%,       2.66%,       2.57%,       NaN,        2.19%,       -0.09%
$SBUX,        11/10/2020,        D,        1.19%,       4.98%,       12.21%,       NaN,        6.26%,       4.34%
$TGT,        11/10/2020,        D,        1.02%,       3.14%,       9.07%,       NaN,        0.85%,       -3.45%
$VSTO,        11/10/2020,        L,        7.82%,       3.76%,       -3.18%,       NaN,        -2.71%,       -4.62%
$VZ,        11/10/2020,        D,        -0.16%,       -0.57%,       -0.97%,       NaN,        5.8%,       2.98%
$AAPL,        11/09/2020,        D,        -0.3%,       3.42%,       4.69%,       NaN,        6.94%,       -0.56%
$BA,        11/09/2020,        D,        5.2%,       12.85%,       29.38%,       NaN,        20.7%,       7.19%
$CVX,        11/09/2020,        D,        4.62%,       12.04%,       13.9%,       NaN,        10.05%,       7.3%
$LHX,        11/09/2020,        I,        1.98%,       7.61%,       1.32%,       NaN,        9.07%,       5.93%
$PANW,        11/09/2020,        L,        -3.73%,       10.46%,       19.84%,       NaN,        13.65%,       -0.15%
$PFE,        11/09/2020,        D,        -1.33%,       -4.77%,       12.53%,       NaN,        8.2%,       6.55%
$PII,        11/09/2020,        I,        4.14%,       8.15%,       6.44%,       NaN,        -3.94%,       -10.7%
$PXD,        11/09/2020,        D,        3.82%,       7.17%,       29.49%,       NaN,        6.73%,       0.34%
$ROKU,        11/09/2020,        F,        -2.22%,       4.86%,       38.0%,       NaN,        7.27%,       -0.91%
$TTD,        11/09/2020,        D,        -7.1%,       -2.0%,       16.27%,       NaN,        36.16%,       24.18%
$AMAT,        11/06/2020,        D,        1.09%,       3.23%,       26.39%,       NaN,        19.08%,       15.4%
$BABA,        11/06/2020,        L,        -3.14%,       -13.04%,       -11.99%,       NaN,        -1.56%,       1.16%
$BYND,        11/06/2020,        D,        -4.05%,       -20.48%,       -12.7%,       NaN,        10.13%,       -17.07%
$CHWY,        11/06/2020,        L,        -11.7%,       -10.42%,       6.34%,       NaN,        14.16%,       23.28%
$CLH,        11/06/2020,        I,        7.41%,       9.91%,       14.51%,       NaN,        22.73%,       10.47%
$CRSR,        11/06/2020,        D,        -2.81%,       7.75%,       39.11%,       NaN,        12.65%,       41.71%
$CRWD,        11/06/2020,        L,        -10.75%,       -6.78%,       20.4%,       NaN,        14.49%,       -1.92%
$CSCO,        11/06/2020,        D,        1.79%,       10.31%,       18.17%,       NaN,        4.54%,       -4.75%
$CVS,        11/06/2020,        D,        3.97%,       9.31%,       13.36%,       NaN,        15.8%,       9.31%
$FSLR,        11/06/2020,        L,        -2.45%,       -9.43%,       0.54%,       NaN,        1.4%,       12.15%
$GDRX,        11/06/2020,        D,        4.12%,       -5.75%,       -24.58%,       NaN,        3.82%,       -11.02%
$GTII,        11/06/2020,        D,        0.0%,       23.33%,       4.29%,       NaN,        54.41%,       180.0%
$IDXX,        11/06/2020,        L,        -8.71%,       -5.12%,       -3.92%,       NaN,        12.54%,       23.79%
$IFF,        11/06/2020,        D,        3.52%,       3.33%,       5.85%,       NaN,        5.75%,       -6.82%
$LMND,        11/06/2020,        D,        6.93%,       -2.44%,       49.45%,       NaN,        22.03%,       14.5%
$LOGI,        11/06/2020,        L,        -19.18%,       -11.48%,       -5.91%,       NaN,        10.97%,       23.12%
$MCD,        11/06/2020,        D,        -1.54%,       -1.51%,       -3.54%,       NaN,        1.67%,       -4.38%
$PANW,        11/06/2020,        L,        0.84%,       3.47%,       21.14%,       NaN,        13.04%,       -0.37%
$PLUG,        11/06/2020,        D,        7.69%,       24.23%,       31.23%,       NaN,        34.71%,       3.46%
$PYPL,        11/06/2020,        L,        -8.88%,       -6.96%,       7.5%,       NaN,        8.92%,       4.17%
$ROKU,        11/06/2020,        D,        -12.41%,       -9.97%,       18.4%,       NaN,        25.18%,       19.2%
$SQ,        11/06/2020,        D,        -7.07%,       -10.55%,       7.32%,       NaN,        27.89%,       9.93%
$TRUP,        11/06/2020,        L,        -7.16%,       -5.32%,       7.93%,       NaN,        28.25%,       5.62%
$TSLA,        11/06/2020,        L,        -2.02%,       -4.99%,       49.26%,       NaN,        10.8%,       1.09%
$TTD,        11/06/2020,        D,        -7.08%,       -10.32%,       11.39%,       NaN,        44.64%,       38.07%
$TTWO,        11/06/2020,        I,        -8.68%,       -7.63%,       4.68%,       NaN,        13.08%,       8.84%
$TWNK,        11/06/2020,        I,        -0.18%,       0.0%,       1.63%,       NaN,        7.04%,       7.38%
$AAPL,        11/04/2020,        D,        3.55%,       3.95%,       6.35%,       NaN,        3.37%,       -1.33%
$ABT,        11/04/2020,        D,        1.79%,       1.0%,       -3.25%,       NaN,        4.8%,       2.74%
$AKAM,        11/04/2020,        I,        3.39%,       -2.15%,       4.88%,       NaN,        1.99%,       -8.95%
$BMY,        11/04/2020,        D,        -2.57%,       -3.07%,       -4.77%,       NaN,        13.28%,       10.52%
$CGC,        11/04/2020,        I,        11.58%,       27.63%,       50.47%,       NaN,        3.6%,       27.18%
$CI,        11/04/2020,        D,        1.68%,       4.98%,       3.34%,       NaN,        25.12%,       22.3%
$CNC,        11/04/2020,        D,        6.08%,       8.45%,       0.95%,       NaN,        4.63%,       2.78%
$CRM,        11/04/2020,        L,        3.78%,       1.37%,       -9.92%,       NaN,        5.16%,       -0.31%
$DKNG,        11/04/2020,        D,        9.05%,       5.52%,       24.81%,       NaN,        3.43%,       -34.83%
$DOCU,        11/04/2020,        L,        0.75%,       -11.26%,       3.49%,       NaN,        7.68%,       4.02%
$ETN,        11/04/2020,        L,        3.69%,       7.71%,       12.2%,       NaN,        3.51%,       0.77%
$FB,        11/04/2020,        D,        2.54%,       -3.79%,       -2.67%,       NaN,        7.36%,       8.59%
$FLDM,        11/04/2020,        D,        2.1%,       -13.81%,       -7.66%,       NaN,        11.93%,       -23.01%
$GNRC,        11/04/2020,        L,        3.23%,       0.8%,       -8.16%,       NaN,        2.94%,       7.52%
$GRWG,        11/04/2020,        D,        21.39%,       10.33%,       84.51%,       NaN,        15.03%,       17.31%
$HOLX,        11/04/2020,        D,        3.96%,       -5.3%,       -0.8%,       NaN,        5.83%,       8.62%
$IIPR,        11/04/2020,        D,        16.69%,       16.33%,       14.47%,       NaN,        9.94%,       5.51%
$LH,        11/04/2020,        D,        1.28%,       -3.88%,       -6.07%,       NaN,        3.78%,       9.66%
$LYFT,        11/04/2020,        D,        -0.55%,       24.73%,       57.93%,       NaN,        31.31%,       9.37%
$MGM,        11/04/2020,        D,        1.87%,       11.85%,       43.28%,       NaN,        6.67%,       -0.51%
$MRK,        11/04/2020,        D,        -0.2%,       0.55%,       1.64%,       NaN,        5.83%,       -0.76%
$PENN,        11/04/2020,        D,        9.53%,       6.48%,       18.48%,       NaN,        5.55%,       -15.26%
$PKI,        11/04/2020,        D,        2.5%,       -4.42%,       4.99%,       NaN,        8.55%,       4.11%
$PZZA,        11/04/2020,        I,        8.11%,       9.8%,       6.24%,       NaN,        -4.67%,       -8.46%
$QCOM,        11/04/2020,        D,        12.75%,       14.52%,       22.21%,       NaN,        6.08%,       7.01%
$QDEL,        11/04/2020,        D,        5.77%,       -19.52%,       -27.35%,       NaN,        1.0%,       5.86%
$T,        11/04/2020,        L,        1.74%,       6.25%,       9.25%,       NaN,        2.04%,       -5.69%
$TMO,        11/04/2020,        D,        0.74%,       -5.28%,       -7.11%,       NaN,        7.19%,       13.38%
$UBER,        11/04/2020,        D,        2.37%,       12.78%,       33.84%,       NaN,        21.81%,       10.37%
$UNH,        11/04/2020,        D,        -0.05%,       -0.81%,       -1.32%,       NaN,        15.12%,       11.44%
$BMY,        11/03/2020,        D,        6.84%,       5.36%,       0.88%,       NaN,        4.26%,       4.29%
$CNC,        11/03/2020,        D,        -1.01%,       10.02%,       -1.49%,       NaN,        0.78%,       7.77%
$FSLR,        11/03/2020,        L,        -8.55%,       -7.44%,       1.93%,       NaN,        5.89%,       29.74%
$FSR,        11/03/2020,        L,        -6.27%,       19.14%,       48.5%,       NaN,        16.5%,       -18.82%
$GLD,        11/03/2020,        D,        -0.06%,       -1.82%,       -3.41%,       NaN,        -0.06%,       0.21%
$GOLD,        11/03/2020,        D,        -1.3%,       -6.62%,       -15.01%,       NaN,        2.55%,       -0.39%
$GS,        11/03/2020,        D,        -0.03%,       9.87%,       18.97%,       NaN,        1.15%,       -0.99%
$LHX,        11/03/2020,        D,        2.51%,       6.0%,       7.77%,       NaN,        7.55%,       3.32%
$MS,        11/03/2020,        D,        0.49%,       8.93%,       25.17%,       NaN,        5.33%,       6.69%
$NVCR,        11/03/2020,        L,        7.13%,       4.31%,       18.65%,       NaN,        -4.74%,       0.71%
$RTX,        11/03/2020,        D,        -0.39%,       19.02%,       28.49%,       NaN,        0.9%,       -3.88%
$TMO,        11/03/2020,        I,        3.96%,       -4.66%,       -2.91%,       NaN,        0.45%,       12.97%
$CLX,        11/02/2020,        I,        -1.75%,       -9.78%,       -6.63%,       NaN,        1.55%,       3.25%
$CRSR,        11/02/2020,        F,        8.79%,       14.58%,       50.63%,       NaN,        -6.17%,       9.9%
$CRWD,        11/02/2020,        L,        1.92%,       1.67%,       13.96%,       NaN,        -6.47%,       -11.01%
$FGEN,        11/02/2020,        L,        2.09%,       4.16%,       7.16%,       NaN,        -1.9%,       -5.22%
$JMIA,        11/02/2020,        L,        7.54%,       -0.31%,       103.74%,       NaN,        -10.98%,       98.64%
$NIO,        11/02/2020,        L,        6.54%,       32.11%,       44.0%,       NaN,        28.1%,       57.32%
$WM,        11/02/2020,        I,        3.65%,       9.3%,       5.84%,       NaN,        -2.41%,       -2.83%
$AAPL,        10/30/2020,        D,        -0.08%,       9.03%,       9.36%,       NaN,        -5.37%,       -6.0%
